title,id,arxiv_url,published,citation
Why & When Deep Learning Works: Looking Inside Deep Learnings,1705.03921,http://arxiv.org/abs/1705.03921v1,2017-05-10T18:52:26Z,0
"Deep Learning the Effects of Photon Sensors on the Event Reconstruction
  Performance in an Antineutrino Detector",1711.00607,http://arxiv.org/abs/1711.00607v3,2017-11-02T03:37:59Z,0
Off-the-grid model based deep learning (O-MODL),1812.10747,http://arxiv.org/abs/1812.10747v1,2018-12-27T15:48:10Z,0
"Learning Discriminative Features using Encoder-Decoder type Deep Neural
  Nets",1607.01354,http://arxiv.org/abs/1607.01354v1,2016-03-22T18:46:13Z,0
"DARec: Deep Domain Adaptation for Cross-Domain Recommendation via
  Transferring Rating Patterns",1905.10760,http://arxiv.org/abs/1905.10760v1,2019-05-26T08:21:50Z,0
"ODE$^2$VAE: Deep generative second order ODEs with Bayesian neural
  networks",1905.10994,http://arxiv.org/abs/1905.10994v1,2019-05-27T06:42:06Z,0
Iterative Deep Learning Based Unbiased Stereology With Human-in-the-Loop,1901.04355,http://arxiv.org/abs/1901.04355v1,2019-01-14T15:01:49Z,0
"Attacker Behaviour Profiling using Stochastic Ensemble of Hidden Markov
  Models",1905.11824,http://arxiv.org/abs/1905.11824v1,2019-05-28T13:56:44Z,0
"Deep Loopy Neural Network Model for Graph Structured Data Representation
  Learning",1805.07504,http://arxiv.org/abs/1805.07504v1,2018-05-19T03:33:20Z,0
Deep Learning Approach for Receipt Recognition,1905.12817,http://arxiv.org/abs/1905.12817v1,2019-05-30T01:33:13Z,0
Modeling Uncertainty by Learning a Hierarchy of Deep Neural Connections,1905.13195,http://arxiv.org/abs/1905.13195v1,2019-05-30T17:36:19Z,0
"BAYHENN: Combining Bayesian Deep Learning and Homomorphic Encryption for
  Secure DNN Inference",1906.00639,http://arxiv.org/abs/1906.00639v2,2019-06-03T08:51:07Z,0
"Performance Modelling of Deep Learning on Intel Many Integrated Core
  Architectures",1906.01992,http://arxiv.org/abs/1906.01992v1,2019-06-04T10:14:50Z,0
"OctopusNet: A Deep Learning Segmentation Network for Multi-modal Medical
  Images",1906.02031,http://arxiv.org/abs/1906.02031v2,2019-06-05T13:47:12Z,0
Scene and Environment Monitoring Using Aerial Imagery and Deep Learning,1906.02809,http://arxiv.org/abs/1906.02809v1,2019-06-06T20:58:39Z,0
"Band Attention Convolutional Networks For Hyperspectral Image
  Classification",1906.04379,http://arxiv.org/abs/1906.04379v1,2019-06-11T03:56:20Z,0
On Single Source Robustness in Deep Fusion Models,1906.04691,http://arxiv.org/abs/1906.04691v1,2019-06-11T16:47:56Z,0
"Novel phase retrieval based on deep learning for fringe projection
  profilometry by only using one single fringe",1906.05652,http://arxiv.org/abs/1906.05652v2,2019-06-12T15:43:03Z,0
"Cloud Chaser: Real Time Deep Learning Computer Vision on Low Computing
  Power Devices",1810.01069,http://arxiv.org/abs/1810.01069v1,2018-10-02T05:08:12Z,0
"Physical Integrity Attack Detection of Surveillance Camera with Deep
  Learning Based Video Frame Interpolation",1906.06475,http://arxiv.org/abs/1906.06475v1,2019-06-15T05:48:29Z,0
"An Attention-Guided Deep Regression Model for Landmark Detection in
  Cephalograms",1906.07549,http://arxiv.org/abs/1906.07549v1,2019-06-17T15:11:31Z,0
"On the Robustness of the Backdoor-based Watermarking in Deep Neural
  Networks",1906.07745,http://arxiv.org/abs/1906.07745v1,2019-06-18T18:05:35Z,0
Predicting the Ocean Currents using Deep Learning,1906.08066,http://arxiv.org/abs/1906.08066v1,2019-06-19T12:30:56Z,0
"Shift R-CNN: Deep Monocular 3D Object Detection with Closed-Form
  Geometric Constraints",1905.09970,http://arxiv.org/abs/1905.09970v1,2019-05-23T23:41:07Z,0
Minimal Achievable Sufficient Statistic Learning,1905.07822,http://arxiv.org/abs/1905.07822v2,2019-05-19T22:46:23Z,0
"Estimate and Replace: A Novel Approach to Integrating Deep Neural
  Networks with Existing Applications",1804.09028,http://arxiv.org/abs/1804.09028v1,2018-04-24T13:40:09Z,0
"A deep learning based solution for construction equipment detection:
  from development to deployment",1904.09021,http://arxiv.org/abs/1904.09021v1,2019-04-18T21:37:04Z,0
"Efficient MIMO Detection with Imperfect Channel Knowledge - A Deep
  Learning Approach",1903.07831,http://arxiv.org/abs/1903.07831v1,2019-03-19T04:45:56Z,0
"Accurate 3D Face Reconstruction with Weakly-Supervised Learning: From
  Single Image to Image Set",1903.08527,http://arxiv.org/abs/1903.08527v1,2019-03-20T14:44:45Z,0
Deep Learning: Computational Aspects,1808.08618,http://arxiv.org/abs/1808.08618v2,2018-08-26T20:26:11Z,0
Quasar microlensing light curve analysis using deep machine learning,1903.09170,http://arxiv.org/abs/1903.09170v1,2019-03-21T18:03:59Z,0
"An End-to-end Framework For Integrated Pulmonary Nodule Detection and
  False Positive Reduction",1903.09880,http://arxiv.org/abs/1903.09880v1,2019-03-23T20:38:51Z,0
"Robust Reference Frame Extraction from Unsteady 2D Vector Fields with
  Convolutional Neural Networks",1903.10255,http://arxiv.org/abs/1903.10255v1,2019-03-25T11:54:44Z,0
"Step Change Improvement in ADMET Prediction with PotentialNet Deep
  Featurization",1903.11789,http://arxiv.org/abs/1903.11789v1,2019-03-28T05:18:28Z,0
"Mesh-based Tools to Analyze Deep Reinforcement Learning Policies for
  Underactuated Biped Locomotion",1903.12311,http://arxiv.org/abs/1903.12311v1,2019-03-29T01:06:22Z,0
Deep Learning,1807.07987,http://arxiv.org/abs/1807.07987v2,2018-07-20T18:20:34Z,0
"Demystifying Deep Learning: A Geometric Approach to Iterative
  Projections",1803.08416,http://arxiv.org/abs/1803.08416v1,2018-03-22T15:49:32Z,0
"Probabilistic Regression of Rotations using Quaternion Averaging and a
  Deep Multi-Headed Network",1904.03182,http://arxiv.org/abs/1904.03182v1,2019-04-01T19:39:09Z,0
Visual Analytics for Explainable Deep Learning,1804.02527,http://arxiv.org/abs/1804.02527v1,2018-04-07T07:52:04Z,0
Learning from Videos with Deep Convolutional LSTM Networks,1904.04817,http://arxiv.org/abs/1904.04817v1,2019-04-09T17:57:17Z,0
Deep Neural Network Ensembles,1904.05488,http://arxiv.org/abs/1904.05488v2,2019-04-11T00:52:47Z,0
Knowledge Flow: Improve Upon Your Teachers,1904.05878,http://arxiv.org/abs/1904.05878v1,2019-04-11T17:59:57Z,0
"Learning to Navigate in Indoor Environments: from Memorizing to
  Reasoning",1904.06933,http://arxiv.org/abs/1904.06933v3,2019-04-15T09:47:38Z,0
Sparseout: Controlling Sparsity in Deep Networks,1904.08050,http://arxiv.org/abs/1904.08050v1,2019-04-17T02:10:25Z,0
Deep Anomaly Detection for Generalized Face Anti-Spoofing,1904.08241,http://arxiv.org/abs/1904.08241v1,2019-04-17T12:52:21Z,0
"DeepAtlas: Joint Semi-Supervised Learning of Image Registration and
  Segmentation",1904.08465,http://arxiv.org/abs/1904.08465v2,2019-04-17T19:33:37Z,0
"Spatial Pyramid Encoding with Convex Length Normalization for
  Text-Independent Speaker Verification",1906.08333,http://arxiv.org/abs/1906.08333v1,2019-06-19T20:13:27Z,0
"A General Interpretation of Deep Learning by Affine Transform and Region
  Dividing without Mutual Interference",1906.06706,http://arxiv.org/abs/1906.06706v4,2019-06-16T14:38:41Z,0
"The Foundations of Deep Learning with a Path Towards General
  Intelligence",1806.08874,http://arxiv.org/abs/1806.08874v1,2018-06-22T22:52:12Z,0
"Remote Sensor Design for Visual Recognition with Convolutional Neural
  Networks",1906.09677,http://arxiv.org/abs/1906.09677v1,2019-06-24T00:43:32Z,0
"On the rate of convergence of fully connected very deep neural network
  regression estimates",1908.11133,http://arxiv.org/abs/1908.11133v1,2019-08-29T10:01:20Z,0
"Automatic detection of multiple pathologies in fundus photographs using
  spin-off learning",1907.09449,http://arxiv.org/abs/1907.09449v2,2019-07-22T17:48:27Z,0
"NIF: A Framework for Quantifying Neural Information Flow in Deep
  Networks",1901.08557,http://arxiv.org/abs/1901.08557v1,2019-01-20T18:47:00Z,0
Knowledge-augmented Column Networks: Guiding Deep Learning with Advice,1906.01432,http://arxiv.org/abs/1906.01432v1,2019-05-31T21:09:21Z,0
Deep Online Learning with Stochastic Constraints,1905.10817,http://arxiv.org/abs/1905.10817v1,2019-05-26T15:36:31Z,0
"Low-Shot Classification: A Comparison of Classical and Deep Transfer
  Machine Learning Approaches",1907.07543,http://arxiv.org/abs/1907.07543v1,2019-07-17T14:23:15Z,0
The many faces of deep learning,1908.10206,http://arxiv.org/abs/1908.10206v1,2019-08-25T12:04:49Z,0
"Application of Deep Learning in Fundus Image Processing for Ophthalmic
  Diagnosis -- A Review",1812.07101,http://arxiv.org/abs/1812.07101v3,2018-12-09T05:57:17Z,0
Spatial-Spectral Fusion by Combining Deep Learning and Variation Model,1809.00764,http://arxiv.org/abs/1809.00764v1,2018-09-04T01:39:04Z,0
Unsupervised model compression for multilayer bootstrap networks,1503.06452,http://arxiv.org/abs/1503.06452v1,2015-03-22T18:22:28Z,0
Domain Adaptation and Transfer Learning in StochasticNets,1512.05844,http://arxiv.org/abs/1512.05844v1,2015-12-18T03:09:29Z,0
"Deep Morphing: Detecting bone structures in fluoroscopic X-ray images
  with prior knowledge",1808.04441,http://arxiv.org/abs/1808.04441v2,2018-08-09T17:55:31Z,0
"Performance Analysis and Characterization of Training Deep Learning
  Models on NVIDIA TX2",1906.04278,http://arxiv.org/abs/1906.04278v1,2019-06-10T21:16:57Z,0
"A Shallow High-Order Parametric Approach to Data Visualization and
  Compression",1608.04689,http://arxiv.org/abs/1608.04689v1,2016-08-16T17:54:40Z,0
Modern Deep Reinforcement Learning Algorithms,1906.10025,http://arxiv.org/abs/1906.10025v2,2019-06-24T15:27:51Z,0
An Essay on Optimization Mystery of Deep Learning,1905.07187,http://arxiv.org/abs/1905.07187v1,2019-05-17T10:28:06Z,0
CrowdNet: A Deep Convolutional Network for Dense Crowd Counting,1608.06197,http://arxiv.org/abs/1608.06197v1,2016-08-22T15:43:29Z,0
"A framework for remote sensing images processing using deep learning
  technique",1807.06535,http://arxiv.org/abs/1807.06535v2,2018-07-17T16:32:08Z,0
Deep learning for image segmentation-a short survey,1904.08483,http://arxiv.org/abs/1904.08483v2,2019-04-16T01:43:40Z,0
"A Possible Reason for why Data-Driven Beats Theory-Driven Computer
  Vision",1908.10933,http://arxiv.org/abs/1908.10933v1,2019-08-28T20:19:41Z,0
"Networked Control of Nonlinear Systems under Partial Observation Using
  Continuous Deep Q-Learning",1908.10722,http://arxiv.org/abs/1908.10722v2,2019-08-28T13:51:08Z,0
"EEG Signal Dimensionality Reduction and Classification using Tensor
  Decomposition and Deep Convolutional Neural Networks",1908.10432,http://arxiv.org/abs/1908.10432v1,2019-08-27T19:44:38Z,0
"Adaptive and Compressive Beamforming using Deep Learning for Medical
  Ultrasound",1907.10257,http://arxiv.org/abs/1907.10257v1,2019-07-24T06:30:30Z,0
Flexible SVBRDF Capture with a Multi-Image Deep Network,1906.11557,http://arxiv.org/abs/1906.11557v1,2019-06-27T11:32:12Z,0
"On improving deep learning generalization with adaptive sparse
  connectivity",1906.11626,http://arxiv.org/abs/1906.11626v1,2019-06-27T13:31:30Z,0
Unsupervised Deformable Image Registration Using Cycle-Consistent CNN,1907.01319,http://arxiv.org/abs/1907.01319v1,2019-07-02T12:29:02Z,0
MinCall - MinION end2end convolutional deep learning basecaller,1904.10337,http://arxiv.org/abs/1904.10337v1,2019-04-22T16:37:00Z,0
"Mean Spectral Normalization of Deep Neural Networks for Embedded
  Automation",1907.04003,http://arxiv.org/abs/1907.04003v1,2019-07-09T06:24:22Z,0
Deep Learning-powered Iterative Combinatorial Auctions,1907.05771,http://arxiv.org/abs/1907.05771v1,2019-07-12T14:40:13Z,0
Automated Gleason Grading of Prostate Biopsies using Deep Learning,1907.07980,http://arxiv.org/abs/1907.07980v1,2019-07-18T10:47:26Z,0
Blind Deblurring using Deep Learning: A Survey,1907.10128,http://arxiv.org/abs/1907.10128v1,2019-07-23T21:04:29Z,0
"Closing the Gap between Deep and Conventional Image Registration using
  Probabilistic Dense Displacement Networks",1907.10931,http://arxiv.org/abs/1907.10931v1,2019-07-25T09:44:12Z,0
"Physics Informed Data Driven model for Flood Prediction: Application of
  Deep Learning in prediction of urban flood development",1908.10312,http://arxiv.org/abs/1908.10312v1,2019-08-23T20:50:14Z,0
Deep Gradient Boosting,1907.12608,http://arxiv.org/abs/1907.12608v1,2019-07-29T19:24:40Z,0
"Deep Gaussian networks for function approximation on data defined
  manifolds",1908.00156,http://arxiv.org/abs/1908.00156v1,2019-08-01T00:42:26Z,0
"Physical Cue based Depth-Sensing by Color Coding with Deaberration
  Network",1908.00329,http://arxiv.org/abs/1908.00329v1,2019-08-01T11:08:10Z,0
DNNSurv: Deep Neural Networks for Survival Analysis Using Pseudo Values,1908.02337,http://arxiv.org/abs/1908.02337v1,2019-08-06T19:16:58Z,0
"Deep Learning for Visual Recognition of Environmental Enteropathy and
  Celiac Disease",1908.03272,http://arxiv.org/abs/1908.03272v1,2019-08-08T21:44:30Z,0
"Deep CNN Frame Interpolation with Lessons Learned from Natural Language
  Processing",1809.05286,http://arxiv.org/abs/1809.05286v2,2018-09-14T07:44:46Z,0
"Spatio-Temporal Representation with Deep Neural Recurrent Network in
  MIMO CSI Feedback",1908.07934,http://arxiv.org/abs/1908.07934v2,2019-08-04T10:28:53Z,0
"Deep-Learning Based Linear Average Consensus for Faster Convergence over
  Temporal Network",1908.09963,http://arxiv.org/abs/1908.09963v1,2019-08-27T00:20:48Z,0
Subregular Complexity and Deep Learning,1705.05940,http://arxiv.org/abs/1705.05940v3,2017-05-16T22:13:45Z,0
Deep-Learning the Landscape,1706.02714,http://arxiv.org/abs/1706.02714v3,2017-06-08T18:01:02Z,0
"Large-Scale Classification of Structured Objects using a CRF with Deep
  Class Embedding",1705.07420,http://arxiv.org/abs/1705.07420v2,2017-05-21T09:44:17Z,0
Disentangled Dynamic Representations from Unordered Data,1812.03962,http://arxiv.org/abs/1812.03962v1,2018-12-10T18:19:04Z,0
"Adversarial Attacks on Cognitive Self-Organizing Networks: The Challenge
  and the Way Forward",1810.07242,http://arxiv.org/abs/1810.07242v1,2018-09-26T10:25:17Z,0
"When Not to Classify: Detection of Reverse Engineering Attacks on DNN
  Image Classifiers",1811.02658,http://arxiv.org/abs/1811.02658v1,2018-10-31T20:59:49Z,0
Convolutional neural networks in phase space and inverse problems,1811.04022,http://arxiv.org/abs/1811.04022v1,2018-11-09T17:17:07Z,0
Representation Mixing for TTS Synthesis,1811.07240,http://arxiv.org/abs/1811.07240v2,2018-11-17T22:45:15Z,0
Sequential Neural Methods for Likelihood-free Inference,1811.08723,http://arxiv.org/abs/1811.08723v1,2018-11-21T13:39:40Z,0
Synthesizing Tabular Data using Generative Adversarial Networks,1811.11264,http://arxiv.org/abs/1811.11264v1,2018-11-27T21:13:54Z,0
Uncertainty propagation in neural networks for sparse coding,1811.12465,http://arxiv.org/abs/1811.12465v1,2018-11-29T20:16:03Z,0
Stochastic Gradient MCMC with Repulsive Forces,1812.00071,http://arxiv.org/abs/1812.00071v1,2018-11-30T22:06:15Z,0
"Parallel-tempered Stochastic Gradient Hamiltonian Monte Carlo for
  Approximate Multimodal Posterior Sampling",1812.01181,http://arxiv.org/abs/1812.01181v2,2018-12-04T02:58:30Z,0
Visualizing Deep Similarity Networks,1901.00536,http://arxiv.org/abs/1901.00536v1,2019-01-02T21:24:11Z,0
Visual Semantic Planning using Deep Successor Representations,1705.08080,http://arxiv.org/abs/1705.08080v2,2017-05-23T05:22:47Z,0
"Domain Adaptation for sEMG-based Gesture Recognition with Recurrent
  Neural Networks",1901.06958,http://arxiv.org/abs/1901.06958v1,2019-01-21T15:19:01Z,0
"Perturbed Proximal Descent to Escape Saddle Points for Non-convex and
  Non-smooth Objective Functions",1901.08958,http://arxiv.org/abs/1901.08958v1,2019-01-24T18:58:12Z,0
TUNet: Incorporating segmentation maps to improve classification,1901.11379,http://arxiv.org/abs/1901.11379v1,2019-01-27T23:58:03Z,0
Differentiable Physics-informed Graph Networks,1902.02950,http://arxiv.org/abs/1902.02950v2,2019-02-08T06:24:41Z,0
"Simultaneous x, y Pixel Estimation and Feature Extraction for Multiple
  Small Objects in a Scene: A Description of the ALIEN Network",1902.05387,http://arxiv.org/abs/1902.05387v1,2019-02-06T16:45:32Z,0
Graph Neural Processes: Towards Bayesian Graph Neural Networks,1902.10042,http://arxiv.org/abs/1902.10042v1,2019-02-26T16:39:42Z,0
Optimistic Adaptive Acceleration for Optimization,1903.01435,http://arxiv.org/abs/1903.01435v2,2019-03-04T18:56:40Z,0
"Combination of multiple Deep Learning architectures for Offensive
  Language Detection in Tweets",1903.08734,http://arxiv.org/abs/1903.08734v2,2019-03-16T11:19:38Z,0
"Training Data Independent Image Registration With GANs Using Transfer
  Learning And Segmentation Information",1903.10139,http://arxiv.org/abs/1903.10139v2,2019-03-25T05:33:04Z,0
Predictive Uncertainty through Quantization,1810.05500,http://arxiv.org/abs/1810.05500v1,2018-10-12T13:37:43Z,0
Taming the Cross Entropy Loss,1810.05075,http://arxiv.org/abs/1810.05075v1,2018-10-11T15:18:19Z,0
Geometric Scattering for Graph Data Analysis,1810.03068,http://arxiv.org/abs/1810.03068v2,2018-10-07T01:52:15Z,0
CSI-Net: Unified Human Body Characterization and Pose Recognition,1810.03064,http://arxiv.org/abs/1810.03064v2,2018-10-07T00:51:14Z,0
"GraphVAE: Towards Generation of Small Graphs Using Variational
  Autoencoders",1802.03480,http://arxiv.org/abs/1802.03480v1,2018-02-09T23:57:46Z,0
Path-Specific Counterfactual Fairness,1802.08139,http://arxiv.org/abs/1802.08139v1,2018-02-22T16:23:51Z,0
A Mathematical Framework for Deep Learning in Elastic Source Imaging,1802.10055,http://arxiv.org/abs/1802.10055v3,2018-02-27T18:14:00Z,0
Cluster Naturalistic Driving Encounters Using Deep Unsupervised Learning,1802.10214,http://arxiv.org/abs/1802.10214v2,2018-02-28T00:08:28Z,0
